1.47,1.73,3.85
3.2,3.98,0.05
0.42,4.95,0.49
4.8,1.45,3.04
3.39,3.16,2.47
3.11,4.24,0.97
2.81,0.6,4.68
0.04,0.77,4.12
2.92,3.72,2.2
2.19,1.74,2.98
1.98,2.45,3.65
2.5,3.63,3.27
3.43,1.18,2.79
4.73,1.98,2.05
3.41,3.86,2.02
4.79,0.35,2.31
2.49,4.79,3.92
3.21,1.12,3.85
4.03,1.91,3.63
0.4,2.95,2.73
1.26,4.01,2.33
1.78,2.69,1.91
2.3,0.32,4.92
1.41,2.58,5
2.97,4.48,3.51
2.26,1.33,0.45
2.74,3.44,0.47
1.02,0.74,4.39
1.01,4.56,0.74
0.18,0.33,2.28
1.52,2.61,1.07
2.12,2.01,1.05
2.28,3.6,3.59
1.52,1.03,0.7
4.72,2.29,3.56
4.3,0.84,1.28
2.06,2.92,2.54
4.66,4.74,4.07
3.15,2.9,3.4
1.88,4.59,3.82
3.82,1.46,1.39
3.37,0.25,1.22
2.53,1.65,1.92
2.86,2.59,4.75
3.67,1.09,1.92
0.37,1.66,1.83
0.15,2.38,1.51
4.8,3.5,3.03
2.21,0.63,0.37
2.03,3.28,4.38
3.16,3.45,0.63
4.5,1.16,2.98
4.74,0.71,1.12
0.97,3.18,2.66
3.05,1.63,2.95
1.62,3.07,1.91
1.06,3.82,2.77
2.24,3.41,1.09
4.08,1.65,3.21
3.3,1.65,1.04
4.25,4.73,3.03
4.97,3.65,1.4
2.65,1.83,3.62
4.77,3.65,2.73
3.61,3.97,3.77
2.9,2.34,4.06
2.54,2.69,2.32
4.46,2.84,2.68
2.3,1.54,0.23
3.35,4.51,0.25
1.78,1.35,0.33
3.23,3.01,1.41
4.18,3.49,0.37
4.58,2.19,1.32
1.53,2.34,0.8
4.87,1.31,0.61
2.44,1.22,1.63
2.43,4.56,0.11
0.16,4.27,2.25
2,0.18,1.62
1.14,1.34,0.49
2.74,4.49,1.98
0.47,2.85,1.58
4.65,1.93,1.96
1.19,4.63,4.21
0.74,3.6,4.8
2.01,0.45,4.29
1.35,1.78,2.68
1.55,3.41,1.06
3.91,0.46,1.28
2.81,4.95,4.56
4.75,2.17,2.68
0.63,4.57,0.52
3.4,3.52,4.53
0.26,2.7,4.94
4.05,2.84,3.46
3.05,2.08,1.03
4.19,2.17,1.49
2.05,4.43,3.1
0.05,3.94,0.49
0.56,4.95,2.42
4.88,2.21,0.61
2.39,3.23,1.13
2.2,0.8,1.38
0.43,3.55,1.51
3.95,1.7,0.19
2.62,1.48,2.25
0.43,0.71,0.12
0.96,4.28,2.28
0.17,3.57,0.5
2.51,3.68,2.17
4.56,1.92,0.19
0.69,0.67,2.05
0.14,1.69,2.34
0.15,4.4,4.63
2.87,2.1,4.21
3.02,3.46,4.93
3.79,4.03,2.4
0.53,1.46,2.85
2.56,4.97,4.48
1.01,1.82,1.02
3.08,2.4,1.79
1.1,1.45,2.55
0.85,2.47,1.79
1.22,4.94,1.75
0.77,1.27,3.4
3.07,0.87,0.35
3.28,3.14,0.13
1.51,4.01,2.83
1.89,0.59,2.42
4.15,0.01,3.14
3.09,2.65,2.1
4.65,2.53,1.58
4.17,1.24,3.23
4.63,2.75,2.24
3.61,4.12,2.63
1.28,1.5,3.39
2.32,2.07,1.31
2.15,4.51,0.79
2.41,2.16,3.03
0.77,4.66,0.21
0.26,2.55,3.21
1.05,3.53,0.25
4.01,2.89,0.92
0.49,4.86,4.76
1.02,2.22,1.48
1.64,0.55,2.79
2.75,2.31,2.28
0.55,0.44,4.06
1.83,0.87,4.11
0.49,1.44,1.89
3.61,1.62,0.81
3.74,3.33,2.51
1.69,4.66,4.81
3.96,4.34,0.53
0.78,4.55,4.49
0.27,1.76,4.32
0.36,3.68,0.47
3.21,1.93,3.3
0.17,3.82,1.33
3.06,1.2,3.68
3.29,1.6,2.6
3,1.61,3.86
3.57,2.52,4.44
2.16,4.59,1.6
0.77,0.58,0.66
3.35,0.01,1.02
4.83,1.46,0.57
4.45,0.24,3.87
0.09,3.8,2.25
1.38,2.13,3.99
3.84,0.32,1.53
3.63,1.67,0.29
0.07,0.65,4.43
4.24,4.81,1.76
4.94,2.8,4.66
4.85,0.3,3.31
3.27,3.15,0.97
1.75,3.41,0.68
1.06,3.16,0.75
2.67,4.56,1.37
3.62,4.31,4.45
4.6,2.64,4.27
2.9,3.35,1.59
4.66,2.32,0.75
0.98,2.77,2.36
4.75,4.87,0.33
2.12,4.54,0.94
3.64,2.36,2.72
4.14,4.57,1.91
3.29,1.06,4.37
3.94,2.27,0.67
3.82,0.74,1.25
1.61,0.72,1.33
2.93,0.62,0.67
0.98,3.75,0.44
0.37,0.99,2.11
4.09,2.87,2.63
2.59,2.51,2.3
0.12,3.97,1.93
0.39,3.39,1.67
1.23,0.77,0.28
1.37,3.46,3.55
0.81,1.12,0.71
4.03,2.16,0.82
2,3.18,2.49
1.78,4.61,1.24
3.28,1.55,4.35
0.68,2.83,0.98
1.37,3.81,2.01
4.42,1.23,0.33
0.1,3.76,1.95
0.19,1.11,3.62
0.27,1.18,1.67
1.91,4.62,1.9
1.77,1.56,2.57
0.36,2.57,0.24
0.39,0.07,4.78
1.1,4.86,1.68
3.03,4.97,1.67
0.1,0.98,2.49
3.98,2.7,4.87
1.64,4.9,2.97
1.19,0.05,0.45
3.46,3.78,1.13
0.04,1.56,0.02
0.59,0.65,4.21
4.44,4.1,4.61
2.17,2.47,1.35
3.85,1.56,0.59
0.45,1.55,3.67
3.65,4.04,1.79
0.17,2.04,1.25
1.39,2.34,2.74
1.81,2.62,1.6
3.88,1.4,1.87
3.16,2.2,1.62
2.98,1.84,1.15
3.11,2.42,2.16
3.7,1.18,2.7
0.32,2.24,3.77
1.9,3.58,1.04
3.64,3.72,3.08
1.06,0.26,3.38
3.62,0.16,4.56
3.6,3.5,1.28
3.06,4.64,1.24
3.17,2.83,0.91
2.73,0.12,2.44
1.9,1.83,0.93
1.7,2.53,0.03
3.11,4.86,3.25
4.51,2.25,0.12
0.66,4.52,0.2
4.45,0.99,3.24
1.95,3.26,0.54
3.64,3.88,4.38
2.71,4.04,1.68
2.01,1.08,4.01
2.3,0.16,4.96
1.94,0.85,2.1
4.78,1.07,1.11
0.07,2.47,3.36
1.44,1.27,2.82
4.19,3.48,0.9
3.16,2.39,3.4
1.43,3.29,2.73
4.39,3.51,0.77
1.6,3.39,3.11
1.89,0.88,3.95
0.42,1.8,2.35
3.88,1.94,0.71
0.92,4.05,2.93
0.59,3.82,1.43
4.43,4.13,0.13
3.38,1.15,3.06
1.85,2.34,0.11
1.53,0.28,4.04
2.06,3.3,0.8
2.36,1.67,2.05
1.76,2.87,2.21
2.39,1.97,3.99
3.7,3.75,2.1
4.92,1.17,4.9
3.68,4.73,2.93
1.69,1.27,3.4
3.02,3.69,0.44
4.35,2.06,3.43
4.92,1.71,0.13
4.53,4.77,0.35
1.04,0.13,0.34
0.33,2.48,4.45
1.11,2.7,3.81
4.51,4.07,0.37
4.85,1.8,0.37
3.78,2.26,1.64
4.49,4.85,4.58
1.44,4.94,4.92
2.14,1.11,0.58
2.35,4.82,0.51
3.24,1.24,0.18
1.5,1.53,2.82
4.79,0.39,0.21
1.08,3.54,4.02
1.03,2.01,2.98
0.43,2.59,0.05
4.33,0.01,1.61
1.2,3.09,1.89
1.67,2.89,0.55
2.68,1.72,0.55
0.81,4.39,2.66
0.89,4.34,0.39
0.3,0.07,0.14
3.08,0.12,1.31
2.74,4.31,0.07
2.85,2.02,1.37
3.6,2.8,3.72
2.59,1.22,3.97
0.71,1.53,3.32
1.9,0.66,1.22
2.47,0.58,0.54
4,3.02,2.3
1.83,0.78,1.4
2.94,3.84,3.07
4.98,1.23,1.46
1.95,3.85,3.6
4.86,2.57,4.72
0.84,4.33,3.68
1.13,1.27,3.02
1.32,0.45,4.1
2.95,0.44,4.11
2.75,3.57,3.93
3.42,2.12,3.24
2.44,2.42,1.83
3.5,3.53,0.75
3.68,3.76,2.95
2.06,1.61,4.62
0.73,4.08,3.85
2.8,2.78,1.99
2.15,0.77,2.68
1.73,2.36,2.45
2.05,0.25,4.57
1.62,1.05,1.22
3.08,4.17,3.53
1.41,3.9,1.67
2.81,0.54,3.77
0.64,3.6,0.88
1.74,2.43,1.68
3.86,1.49,4.72
4.12,2.95,2.59
2.47,0.05,4.59
2.64,0.55,2.68
1.91,4.5,2.71
4.91,4.81,2.31
1.62,0.68,1.31
3.47,0.73,1.6
3.53,3.48,2.62
1.65,1,1.16
0.01,3.62,2.25
3.78,3.5,1.99
2.78,3.37,4.87
2.81,4.28,2.17
0.89,4.08,1.6
2.04,2.11,2.9
3.7,1.21,4.02
0.81,3.44,3.67
3.98,4.66,3.36
1.9,4.63,1.43
2.43,4.06,0.46
0.67,1.05,2.65
0.06,4.15,2.5
0,1.1,3.83
4.78,0.81,1.32
1.21,2.61,0.28
0.57,2.27,0.89
4.11,0.84,4.16
0.48,1.09,3.58
2.49,3.68,2.12
1.31,2.15,2.61
0.43,3.47,4.99
3.57,2.75,2.24
3.84,2.94,4.08
2.58,1.07,4.41
4.25,4.28,1.76
4.35,0.54,1.11
0.77,1.7,0.45
2.78,1.52,2.86
2.63,1.48,2.33
0.51,4.57,2.93
4.31,4.04,4.27
1.57,0.29,4.54
0.46,2.28,4.9
1.7,0.87,4.04
1.78,1.98,0.1
2.57,1.27,4.08
1.93,3.86,1.87
0.33,1.21,2.02
2.43,0.06,0.62
0.16,2.54,1.31
1.55,0.01,4.47
0.81,3.15,3.07
2.65,4.38,3.1
3.33,2.37,3.31
0.2,2.04,0.71
1.9,2.66,2.56
1.11,1.19,3.08
4.29,2.11,2.81
2.3,4.01,2.72
3.47,0.05,1.25
1.27,4.75,4.43
2.34,0.33,3.13
0.55,3.51,1.82
1.43,2.54,1.88
2.33,3.61,4.85
1.39,1.87,3.35
3.51,0.58,2.42
4.21,2.29,4.12
0.69,2.01,0.18
1.45,4.73,0.52
2.43,1.53,4.5
2.42,2.19,4.89
4.35,3.68,4.79
0.32,1.9,2.14
4.66,3.66,1.76
0.67,1.61,0.14
3.91,0.56,3.52
2.15,2.7,2.18
4.96,3.37,1.35
3.68,0.99,0.58
1.82,2.86,3.6
2.56,2.58,3.03
3.15,4.28,3.54
3.46,0.76,1.29
2.71,1.61,0.08
3.81,2.7,3.43
2.95,3.07,1.16
1.91,0.69,1.25
1.27,1.58,2.89
0.94,0.53,1.01
0.57,1.44,2.38
0.35,1.84,4.67
3.08,0.66,1.4
1.14,4.87,0.98
0.14,4.18,2.97
0.96,4.93,2.35
0.89,4.48,3.3
0.78,2.21,1.06
0.75,0.38,0.33
0.25,3.04,3.01
3.37,4.4,2.43
3.15,0.69,4.85
0.56,1.28,3.95
1.77,2.75,0.68
2.36,0.93,2.6
1.74,3.9,2.63
3.88,0.84,2.21
3.4,3.59,2.37
2.12,1.44,1.27
0.34,4.11,0.16
1.41,1.16,2.71
1.51,4.67,3.11
4.71,1.74,1.64
1.29,4.75,2.7
4.56,0.1,1.82
1.44,3.53,4.26
2.2,3.63,1.39
4.04,1.46,3.51
0.74,4.17,0.06
2.05,3.27,1.68
2.17,4.69,2.02
2.61,2,4.97
2.15,1.82,1.77
1.42,0,4.6
3.73,4.57,4.81
3.85,2.09,0.79
2.68,1.04,4.48
0.46,3.47,4.93
4.38,3.1,2.28
4.6,4.55,2.23
0.34,1.09,4.66
1.66,3.19,1.44
0.04,2.54,0.32
3.91,1.24,0.45
3.44,2.27,0.95
4.11,2.59,0.36
0.44,3.48,3.16
2.51,3.85,2.97
1.89,0.96,0.17
4.78,4.16,0.16
0.99,2.25,1.33
4.91,4.16,3.55
4.96,4.39,4.08
1.28,2.96,0.04
1.85,3.7,1.29
0.71,0.97,1.17
0.91,1.86,1.47
1.78,2.16,2.7
4.6,0.71,0.02
3.22,3.8,1.41
1.39,0.41,2.42
1.06,1.63,1.18
4.1,0.23,1.04
0.25,1.51,0.95
2.06,1.1,0.97
1.99,3.67,1.07
1.62,4.34,4.12
2.74,1.52,4.43
2.96,1.31,0.61
0.96,3.56,4.59
3.27,3.58,4.74
2.51,2.54,2.09
4.19,1.72,3.46
3.2,4.97,0.05
2.27,2.36,3.5
4.11,2,3.43
2.71,2.49,1.24
3.56,2.8,3.81
3.58,2.98,4.83
4.43,4.32,1.55
1.57,2.6,3.43
0.83,0.61,0.49
3.68,2.77,3.31
4.14,1.62,0.97
2.16,2.18,3.84
3.91,3.93,4.09
1.26,0.92,0.14
1.41,0.3,3.61
0.1,2.59,3.59
2.85,3,2.25
4.78,4.09,2.88
1.69,4.07,4.25
3.57,2.63,0.03
0.93,1.4,3
2.29,2.12,4.88
2.06,2.68,4.4
2.27,3.41,2.51
3.09,1.21,0.82
1.01,1,4.9
0.2,3.67,1.51
4.75,0.09,1.92
1,2.05,3.24
2.55,0.7,3.41
2.73,3.35,4.66
4.01,2.88,3.43
4.61,4.87,1.31
3.48,0.85,3.14
2.04,3.24,3.11
1.76,2.81,3.07
4.33,0.83,1.72
2.71,2.17,2.8
1.94,0.76,3.62
4.5,2.18,2.24
2.98,0.28,0.44
1.55,4.39,2.43
2.07,0.1,4.25
4.13,4.89,0.25
3.44,2.83,0.04
1.02,3.68,1.02
0.3,3.86,1.7
2.85,3.27,4.84
2.96,0.79,1.9
4.1,0.18,2.75
1.7,2.72,1.89
1.87,1.89,0.3
3.35,2.88,2.96
3.24,2.84,4.26
3.81,3.13,0.07
1.96,0.58,2.83
4.99,3.43,1.37
1.93,1.08,2.67
4.74,3.99,3.41
1.44,3.61,3.37
4.82,4.94,0.78
3.39,1.1,4.59
1.13,4.23,2.03
0.63,2.57,3.28
0.83,2.74,2.57
4.45,0.26,1.24
0.68,3.19,3.91
4.46,4.21,4.32
0.82,2.17,2.9
3.03,0.21,2.93
2.74,3.89,1.61
3.37,2.55,0.66
1.36,1.35,0.73
3.33,0.62,2.31
2.83,4.49,4.58
0.98,2.75,0.46
0.59,3.98,3.29
4.05,0.53,4.21
3.29,3.63,0.34
0.14,0.1,1.03
2.16,2.56,4.06
1.89,0.46,3.91
4.56,2.03,0.76
0.08,0.27,4.53
0.75,1.22,1.18
3.07,2.06,4.23
2.91,4.96,4.22
2.76,3.95,4.43
4.53,3.77,4.08
4.46,4.02,3.05
4.8,1.27,1.86
4.75,4.5,2.88
1.08,4.49,3.65
2.69,4.01,2.23
2.24,1.07,4.33
0.82,3.42,3.74
0.74,2.13,3.05
3.21,3.97,4.68
2.68,3.35,4.45
0.82,3.06,0.4
4,0.02,4.22
2.02,1.26,2.04
4.2,2.88,4.86
3.68,1.86,1.67
2.32,2.52,2.63
3.66,4.71,1.63
2.36,3.91,0.07
0.16,0.16,0.04
0.48,2.56,2.63
3.64,0.39,3.57
3.15,0.92,4.52
3.77,3.06,0.87
0.99,1.13,0.05
1.24,3.74,3.16
2.58,2.03,4.37
1.92,1.45,3.82
0.73,3.89,3.67
4.73,0.08,3.83
0.75,3.96,2.89
0.35,2.89,3.22
2.87,1.91,0.24
0.97,3.05,3.38
2.18,4.29,1.08
3.49,0.18,4.02
0.9,3.62,0.49
1.5,1.76,0.64
0.11,0.36,0.46
0.99,0.02,2.6
1.91,1.08,3.22
4.03,3.14,4.16
4.45,2.59,3.75
3.73,1.81,4.29
0.87,0.26,3.8
4.41,0.9,3.41
0.32,3.42,3.31
4.49,2.67,3.83
1.55,3.14,4.02
3.51,0.62,4.87
3.2,0.61,2.61
3.63,4.06,4.48
3.37,1.27,4.65
3.02,4.5,0.87
2.34,3.93,3.57
1.97,1.85,0.38
1.1,1.3,0.68
4.92,3.85,1.61
3.93,2.07,4.26
2.45,1.6,0.25
2.53,0.58,3.8
2.18,3.49,1.1
3.27,2.04,2.27
4.7,1.84,1.43
1.54,0.72,0.06
0.27,1.62,3.12
4.2,3.44,2.7
4.45,3.25,2.24
3.54,4.28,2.01
2.8,1.9,0.06
2.7,2.9,1.35
2.8,4.63,4.13
0.33,4.45,4.64
0.51,1.83,0.39
0.71,4.67,2.99
0.16,2.26,3.02
3.26,1.06,1.42
4.01,2.38,1.4
0.87,2.18,0.74
1.74,1.46,4.95
1.82,3.02,3.85
3.55,3.3,0.32
0.5,0.85,4.07
1.99,3.24,4.88
2.7,4.61,3.5
3.67,3.56,3.71
4.56,3.17,1.32
1.81,0.87,1.91
1.74,0.53,3.57
1.85,4.89,0.97
0.14,1.86,2.11
4.68,1.62,1.85
1.01,1.66,4.2
2.49,4.26,3.62
2.13,0.1,1.07
3.2,3.4,2.95
4.54,2.75,2.99
1.44,0.81,3.65
4.84,3.93,0.16
2.95,2.3,2.82
4.55,0.29,3.77
3.31,4.08,4.06
3.66,3.36,2.96
4.67,4.3,4.76
0.73,4.73,0.85
1.67,3.7,1.63
0.42,2.91,1.78
4.24,1.66,4.23
2.76,4.07,4.34
0.63,4.88,2.83
1.95,1.37,2.65
2.91,1.62,3.51
3.11,1.53,0.86
0.62,2.96,0.6
3.3,1.6,0.43
4.83,0.98,1.97
3.77,4.56,4.76
2.71,1.84,2.99
4.65,4.71,2.1
0.59,4.88,3.85
4.06,3.74,1.94
3.39,0.2,0.89
0.15,3.71,1.47
3.24,4.6,1.93
3.45,0.54,0.86
4.03,4.43,3.81
2.09,4.2,2.45
3.82,4.89,3.75
3.27,1.88,1.64
3.12,4.58,1.43
3.02,4.08,4.83
3.75,2.75,4.42
2.03,0.59,2.4
3.26,0.29,0.79
2.42,2.28,2.35
2.05,2.08,3.57
2.33,3.35,0.46
2.47,3.53,1.64
2.89,2.29,0.68
1.21,3.54,0.12
4.17,3.42,2.46
2.67,4.2,2.16
4.64,4.2,4.83
1.92,0.01,2.74
3.05,3.61,0.08
0.87,4.9,0.5
3.19,0.64,4.42
4.4,4.44,3.23
0.74,2.61,4.07
4.15,3.53,2.28
2.28,0.86,0.43
0.01,0.41,3.04
2.37,4.84,1.71
3.44,3.99,4.98
3.94,3.43,0.96
2.3,1.11,0.82
4.75,1.35,2.43
3.66,3.93,3.37
4.38,3.14,1.2
1.91,2.03,4.39
3.7,0.76,4.49
2.08,2.69,0.33
3.93,4.78,3.98
0.16,4.25,4.8
4.58,4.21,0.4
0.14,4.6,2.94
2.51,0.45,4.81
1.3,2.2,1.12
0.43,3.21,3.79
2.55,4.33,2.51
2,3.21,1.54
2.31,1,4.45
0.34,3.51,0.31
2.44,4.96,0.93
4.15,2.88,1.39
0.28,0.48,1.57
4.87,4.43,1.93
4.38,4.94,0.64
4.05,0.33,0.13
3.13,0.61,1.46
4.19,3.84,4.11
0.33,2.45,3.87
1.79,4.34,2.16
4.76,3.83,1.57
1.28,1.46,2.47
2.03,0.51,3.43
1.09,0.8,4.77
3.87,0.72,0.63
3.77,1.18,3.86
2.99,4.69,4.46
0.13,0.08,4.21
2.41,4.22,3.96
0.36,1.32,0.26
4.29,0.93,0.14
0.92,0.62,1.72
2.83,0.82,4.7
0.93,2.69,1.33
4.78,1.26,1.86
3.98,1.78,0.14
4.75,3.05,3.98
4.76,0.28,1.66
1.2,4.66,3.5
4.43,2.56,1.45
4.52,0.87,2.72
4.12,2.91,4.44
3.65,3.31,1.74
1.59,4.77,1.28
1.69,0.93,0.56
3.26,1.98,2.39
0.7,1.18,4.85
0.97,4.39,4.56
0.62,0.87,1.97
2.63,4.95,1.92
1.94,4.22,4.21
4.36,0.34,0.81
1.15,0.09,0.29
1.66,2.27,1.99
4.14,3.48,3.5
4.47,2.79,4.19
4.37,3.89,0.25
0.41,2.79,1.93
3.84,0.58,4.81
3.65,1.25,3.68
1.16,4.97,1.03
0.19,1.2,0.98
3.46,0.68,2.79
2.57,0.65,3.36
2.86,0.41,2.65
2.04,0.97,2.89
2.11,1.4,0.23
0.58,4.25,4.96
3.94,2.74,0.25
2.38,1.72,0.46
0.89,1,0.62
3.03,2.14,3.33
0.56,4.79,4.05
2.04,3.63,3.09
0.28,3.09,4.17
3.64,2.52,1.61
4.9,1.47,3.36
4.14,3.65,2.12
3.12,2,2.53
3.13,0.26,3.7
0.12,0.4,4.68
4.81,0.04,0.71
4.12,4.98,0.55
0.79,4.81,3.06
4.26,0.72,1.3
2.13,3.28,4.27
3.81,4.91,4.12
4.26,0.06,0.75
1.24,0.22,1.64
4.48,3.67,1.77
2.29,1.72,2.9
4.89,0.45,0.22
1.51,1.25,2.09
4.32,3.92,0.09
4.14,2.64,1.67
1.39,0,4.36
0.34,4.65,2.62
4.31,3.27,3.19
2.69,1.46,1.83
2.01,0.56,2.14
1.61,3.39,2.52
1.65,2.69,3.15
3.84,4.67,2.85
4.98,1.71,4.27
3.79,2.6,1.5
2.47,4.34,2
1.66,4.85,4.44
1.58,0.82,2.93
2.71,1.88,0.41
2.44,0.91,1.78
1.5,0.23,2.23
1.18,1.72,0.14
1.19,1.25,3.51
1.92,0.54,4.15
0.35,2.02,2.69
4.81,2.9,0.98
2.76,1.54,2.87
1.72,1.78,1.99
0.05,1.91,1.69
0.16,1.86,3.77
2.14,1.27,3.29
1.85,0.76,3.93
3.41,0.48,3.83
3.9,2.22,3.99
4.76,1.05,0.3
1.81,2.68,4.05
3.96,4.95,1.88
2.76,4.33,0.07
4.4,2.07,3.29
0.78,4.61,1.53
4.2,3.13,4.34
0.77,4.3,0.28
0.27,0.64,1.37
4.26,1.49,0.8
2.83,0.49,3.78
2.83,3.38,2.05
1.85,1.57,4.7
1.7,4.61,2.18
2.66,3.88,3.49
0.36,3.68,1.9
0.58,2.79,1.55
0.38,3.29,2.91
4.92,3.15,4.56
1.35,0.78,0.72
3.99,4.61,0.39
3.34,2.12,1.57
2.28,4.18,4.4
1.49,3.17,1.23
4.21,1.67,0.48
1.41,3.78,4.47
1.79,1.57,0.42
1.4,1.31,3.68
2.42,4.92,0.63
0.96,3.7,0.56
1.12,4.35,3.57
4.52,0.28,3.19
1.53,2.87,1.13
2.7,1.85,0.11
3.07,2.9,1.99
0.9,1.01,2.07
2.18,4.06,4.86
0.91,3.45,2.03
4.72,1.33,4.36
3.55,3.16,3.27
1.29,1.7,4.88
4.18,1.31,2.53
1.03,4.07,1.24
1.41,3.93,0.71
3.17,0.75,2.35
4.34,1.24,3.25
1.71,2.72,4.29
2.25,0.28,0.27
3.08,1.47,1.81
0.9,4.69,0.15
1.38,4.24,2.83
1.94,0.75,1.57
4.83,1.78,4.53
3.69,4.96,4.53
3.48,3.34,4.1
1.46,0.77,2.74
0.99,0.91,0.25
3.47,0.08,3.42
3.75,3.46,1.56
3.74,1.82,1.75
0.62,4.79,0.22
2.92,3.61,0.84
2.12,4.83,2.04
0.95,2.03,2.78
2.18,0.65,3.99
4.17,1.69,3.02
1.79,2.13,0.18
3.52,0.41,0.93
2.2,1.73,1.24
