2,-114.9,31,99.54,-341.4115,-6062.1946,3563.3196
0,-98.86,40.41,76.96,-6297.9954,-6382.3086,184.7912
1,-90.37,13.51,99.26,-11497.3326,-4207.2512,12817.9568
2,-100.61,11.33,69.62,-6282.2066,-2063.5217,1879.4903
0,-86.35,-36.74,94.92,-12227.8503,-6173.6418,3600.2799
1,-105.38,40.08,63.17,-10037.0225,-5146.6938,-1547.1949
2,-104.87,32.63,68.94,-4683.7624,-5466.0886,88.9254
0,-114.79,3.45,62.49,-9115.6556,-1867.3995,4204.7699
1,-108.12,-3.38,95.85,-5032.216,-5003.7266,-2824.7092
2,-89.8,-15.28,79.09,-7541.3188,-1596.16,-884.9217
0,-112.11,-33.2,97.6,-9462.7598,-2242.6632,-1388.0897
1,-82.8,20.23,90.72,-8712.522,-1399.8194,-1647.7556
2,-108.81,17.14,88.69,-4508.5427,-6141.4452,-238.0225
0,-106.1,-4.78,93.59,-10920.1963,-1784.5404,11971.9105
1,-91.12,-8.1,99.42,-7725.191,-2424.7422,8345.0737
2,-113.99,23.6,91.43,-9947.2636,-2248.6422,-249.4648
0,-116.3,-9.93,85,-4152.6653,-1965.8178,4428.3321
1,-110.48,-19.97,90.32,-743.0817,-1824.2488,4022.7457
2,-96.63,-25.23,73.75,-2725.8678,-3376.6897,8617.1884
0,-96.33,14.89,78.67,-4293.0919,-1220.6806,9203.6759
1,-118.42,4.83,88.17,-7073.2111,-1282.5758,6278.0747
2,-87.96,15.85,62.1,-4942.8715,-1893.232,10408.8421
0,-112.25,13.31,78.06,-6047.704,-2407.153,-3791.8244
1,-106.88,-30.78,79.74,-5964.6103,-6155.1656,11731.9433
2,-85.57,-20.74,88.4,-5729.1084,-5392.2316,-956.9593
0,-105.19,19.56,69.17,-1197.2887,-1226.1929,5874.8959
1,-102.83,20.12,76.91,-7482.2197,-4990.0918,-502.9162
2,-119.89,36.04,76.58,-1978.9571,-6546.2805,-1918.5547
0,-97.06,-15.98,79.65,-1145.2238,-3621.8778,-3107.5131
1,-113.98,18.16,93.49,-624.952,-4466.037,5944.2816
2,-102.07,17.61,95.96,-9366.1466,-4271.1098,-744.8895
0,-82.6,9.31,74.85,-6254.0588,-1673.4297,-6816.884
1,-84.42,-39.11,62.93,-7152.3296,-2473.4982,9831.2409
2,-117.14,46.58,68.08,-280.2899,-3841.5306,9236.3427
0,-103.64,-21.31,93.76,-6211.6909,-1592.2062,-311.1877
1,-83.14,-36.12,70.17,-5738.2212,-6322.166,1355.9131
2,-81.01,15.14,63.08,-10114.205,-6670.6472,679.17
0,-113.61,-12.41,79.33,-11872.0479,-2490.4747,9746.5389
1,-91.77,40.56,72.31,-7327.0259,-5076.8202,1108.2064
2,-120,-36.88,81.09,-993.9376,-3670.5759,11893.2886
0,-107.7,20.64,94.15,-3884.0175,-6257.5614,2906.6779
1,-88.52,-34.3,61.57,-10356.1203,-2110.7943,5658.1915
2,-112.39,45.69,72.47,-6299.458,-4575.0702,-3902.6876
0,-90.87,-9.17,71.64,-9370.4558,-1000.4533,1370.7591
1,-94.33,-28.55,80.3,-5288.428,-4879.8916,5932.4636
2,-104.91,23.47,75.34,-7366.0448,-4081.3799,8354.4042
0,-97.44,-27.25,64.55,-12172.1544,-3640.2714,-3324.8951
1,-93.35,-11.56,96.97,-10155.0931,-3179.1697,-3232.0481
2,-81.62,1.25,68.27,-2049.4738,-4241.3441,783.2767
0,-114.64,-38.63,68.37,-2312.4532,-6475.571,-6361.0458
1,-93.9,10.96,65.35,-4181.6346,-6277.4596,-4992.4282
2,-108.36,30.13,85.09,-8606.6374,-1159.069,-6217.2981
0,-86.48,-36.11,63.74,-9184.3049,-6253.5492,11773.2236
1,-101.98,38.84,92.69,-4354.0434,-2533.5526,1431.3666
2,-113.2,40.72,95.91,-10829.5895,-2044.1781,8879.0593
0,-86.64,14.81,74.03,-12094.1869,-1272.0046,-6833.4315
1,-110.18,-38.35,78.94,-12430.4118,-5148.6379,-2932.4325
2,-89.65,-23.64,88.33,-2788.7592,-1205.2894,11380.9968
0,-119.53,-20.25,67.06,-10042.2771,-4493.4014,4414.6776
1,-85.78,-27.83,63.63,-1793.1479,-4731.4229,4963.8589
2,-115.48,-30.97,86.29,-2910.2184,-5195.3708,10561.8157
0,-107.47,-27.24,79.86,-9792.9143,-3662.4132,-2682.1525
1,-89.25,2.09,70.05,-3078.1464,-2629.7012,-1100.4938
2,-97.56,45.55,93.53,-7090.0665,-1783.5678,4738.618
0,-102.29,-20.14,69.73,-3597.3285,-3009.3659,1849.9556
1,-83.92,13.53,73.87,-4490.7663,-4463.5097,12765.2179
2,-92.8,-25.66,77.99,-9295.6466,-3234.3837,-6301.782
0,-90.82,13.83,75.3,-10483.353,-5164.4655,-3044.6256
1,-106.29,42.85,84.48,-3816.29,-4972.3733,115.7685
2,-96.94,7.52,92.61,-1298.3736,-2758.2114,843.2612
0,-92.21,-15,87.26,-5617.3155,-3637.8408,-2682.7779
1,-102.32,-32.57,80.93,-2858.6919,-3530.5671,12732.0407
2,-118.11,13.56,61.38,-6530.1282,-2994.7984,-6920.8692
0,-80.17,2.04,96.26,-6697.4764,-6161.4288,1475.3061
1,-104.27,20.9,86.49,-7370.0172,-5752.1978,1398.5929
2,-93.02,40.84,82.42,-8314.5522,-5308.5609,-4336.6326
0,-97.43,-28.87,67.77,-4003.3663,-6373.7241,8780.307
1,-99.12,49.37,60.56,-9860.5637,-5955.9925,8687.3413
2,-87.52,16.33,86.01,-7882.9299,-2778.457,-5570.3641
0,-109.08,-4.7,73.88,-1726.7502,-3543.0112,1069.635
1,-86.48,11.89,60.15,-10270.2759,-3796.6885,-97.613
2,-81.18,7.5,76.43,-1385.2194,-6268.3945,3946.9664
0,-84.07,8.37,83.77,-6677.8158,-5571.7612,4463.4224
1,-101.17,9.89,71.19,-3045.0075,-4733.8099,-1720.7731
2,-112.38,41.73,61.96,-4503.3502,-1171.4617,-132.9202
0,-80.73,20.61,99.95,-2122.8904,-1408.9149,2188.9484
1,-115.23,12.59,60.29,-8750.0787,-4776.4764,2846.0042
2,-110.44,32.51,98.76,-9552.0023,-3144.8391,10861.6696
0,-110.85,22.96,96.98,-7918.4653,-1403.9841,9564.6657
1,-85.76,-14.64,70.89,-5219.3099,-3197.3054,5449.9836
2,-118.74,33.66,74.73,-2348.5888,-1907.89,9545.7698
0,-99.87,34.11,72.87,-3478.6842,-1399.6662,3215.7923
1,-114.64,23.92,61.02,-1944.9051,-5012.47,-6637.6453
2,-110.15,-20.25,65.21,-3118.3623,-4312.7119,-6081.777
0,-94.83,6.55,94.39,-12338.264,-4259.5014,5709.4883
1,-112.86,39.95,73.82,-11466.6929,-1660.8377,10777.2787
2,-95.98,19.71,95.18,-834.1005,-4410.3721,-3324.9739
0,-105.26,-22.18,84.36,-9656.3676,-1417.4953,-272.8863
1,-84.22,-25.59,85.24,-5030.9173,-5353.2674,-2762.7807
2,-95.13,48.66,65.96,-1601.1107,-5754.8756,12982.348
0,-107.65,49.07,62.02,-372.1995,-1632.1268,7416.8511
1,-108.85,48.85,97.06,-9710.0524,-5601.9138,3635.2281
2,-115.73,-13.49,66.22,-8909.3862,-2596.6564,-152.6166
0,-117.39,-0.46,91.72,-7933.3122,-3859.5055,-6858.2432
1,-117.99,-18.29,65.62,-11239.4006,-1628.6119,-4151.4418
2,-84.06,-23.14,78.12,-12137.6264,-3218.9162,-419.5832
0,-90.08,-12.84,95.22,-2909.783,-2075.547,-5435.9047
1,-103.7,-11.68,98.81,-5563.4956,-6680.7993,2429.2734
2,-94.2,38.07,93.09,-8237.7711,-4985.4709,6903.3356
0,-106.62,13.17,75.87,-3126.1042,-6638.4327,-1411.1168
1,-90.23,-0.71,96.15,-11175.0416,-1432.1717,3148.9289
2,-92.78,-17,86.13,-8196.6254,-1052.9692,10341.8701
0,-97.44,44.65,94.95,-11506.3773,-2467.7384,8879.9086
1,-117.15,26.07,90.41,-11841.4513,-1697.6828,4573.9855
2,-106.54,-12.8,89.29,-4351.2357,-6121.7943,11999.3602
0,-117.13,-27.52,74.26,-3714.1913,-2410.217,-5785.7257
1,-94.16,12.32,66.52,-10182.2829,-3219.7849,-3649.6694
2,-109.12,23.2,84.06,-3240.3562,-5573.9325,-968.9237
0,-118.24,5.9,67.69,-7621.73,-5568.8295,2542.599
1,-89.85,-31.57,69.43,-6180.3628,-1396.8671,2948.6711
2,-95.49,2.31,84.62,-10689.2535,-5736.4664,-2381.164
0,-90.27,-18.28,90.59,-3827.0536,-3464.2492,5655.9794
1,-95.63,31.59,86.6,-3861.0149,-2396.3534,2279.3441
2,-110.65,-31.14,86.87,-7224.1384,-2924.8768,-66.7674
0,-82.69,-15.99,81.41,-6349.314,-6376.6279,5824.8314
1,-82.33,-1.95,73.23,-3731.2742,-4470.7273,1590.9957
2,-111.78,45.45,80.41,-11579.142,-4056.0644,10019.1853
0,-115.44,-3.03,82.79,-954.2358,-4353.1896,6443.6063
1,-105.72,35.69,82.79,-12850.6081,-1842.9339,2991.1729
2,-105.09,-4.76,95.67,-488.6278,-1078.1771,659.2622
0,-116.87,-21.71,79,-3247.0423,-1923.2641,6189.1054
1,-108.92,-4.35,85.81,-7958.6349,-1617.8309,3387.8713
2,-113.71,25.11,84.49,-12450.695,-1849.544,12226.7421
0,-80.88,17.54,81.15,-6226.4222,-1369.0497,5787.4155
1,-92.23,40.04,81.56,-6330.0113,-3674.9969,9212.2626
2,-99.31,49.08,76.13,-12529.5256,-1761.7234,-1570.3326
0,-94.34,-17.13,83.16,-2366.4747,-4740.3755,-1669.2638
1,-95.22,49.9,99.29,-3930.2178,-1711.9641,-5129.6795
2,-91.82,0.71,92.93,-990.0681,-4498.0451,2728.6748
0,-113,-28.87,81.16,-8903.315,-3827.6743,4791.9118
1,-102.17,48.52,64.68,-6917.4164,-4648.6963,1852.8046
2,-84.03,-5.81,68.46,-5469.9335,-5727.6377,3233.6985
0,-104.38,-8.15,72.64,-9675.506,-4074.0843,6378.7695
1,-107.86,13.11,68.66,-4943.5794,-1756.3059,2743.3215
2,-96.91,1.82,80.43,-9690.9251,-1115.0856,-421.0326
0,-118.84,35.02,84.99,-8772.952,-5085.3525,12930.3028
1,-90.44,8.18,72.87,-708.109,-1476.868,-4991.2114
2,-109.88,29.42,69.99,-11369.6196,-6090.4393,-5919.9236
0,-90.72,38.55,88.92,-860.4506,-1794.3527,7609.3071
1,-106.39,-5.24,78.54,-1997.2169,-4730.9572,-3315.6755
2,-104.02,-30.76,90.76,-8020.5663,-2444.5313,10203.2428
0,-97.68,8.68,69.03,-1641.8975,-3552.0821,-5126.0675
1,-93.29,34.41,95.8,-7332.7559,-1040.2855,8010.3028
2,-83.88,3.36,67.69,-11632.2656,-3122.1818,5979.6579
0,-88.19,-25.12,71.49,-11761.0688,-2665.614,-4633.9252
1,-80.8,-12.78,96.14,-5345.7118,-6533.4247,2380.3618
2,-112.49,-28.14,62.44,-9901.0047,-2334.321,5632.9549
0,-112.45,-16.91,62.24,-6215.0966,-5031.8178,-4520.2756
1,-96.95,38.74,84.15,-135.8616,-1648.5954,10661.426
2,-115.28,-2.44,81.45,-10886.4106,-6031.0047,-5189.0699
0,-107.6,-33.77,88.24,-8166.8766,-5231.0364,2675.4346
1,-86.57,-11.25,92.34,-1159.1997,-1746.5854,4094.9224
2,-107.9,1.43,76.74,-5895.9877,-6470.6562,-356.0089
0,-107.07,-9.74,70.69,-3616.5327,-2481.0614,8013.4296
1,-118.71,36.97,80.19,-11610.6347,-4845.74,9650.8403
2,-107.36,-32.69,79.56,-12342.4033,-1302.0404,-2321.6487
0,-110.26,-9.86,61.44,-2930.0344,-5265.4731,8265.5322
1,-108.6,24.18,81.84,-5919.785,-5387.5218,762.7369
2,-119.23,-20.49,80.35,-5247.5603,-5268.1607,12228.9738
0,-88.75,-38.82,65.08,-4237.6346,-3444.2529,10896.9833
1,-111.71,22.62,70.77,-11344.4429,-1281.9939,-3944.9211
2,-107.99,-32.12,96.81,-12239.8465,-1550.9179,-6435.7611
0,-90.12,-17.15,79.41,-3749.0263,-4203.3025,8759.709
1,-84.87,-14.89,94.97,-11934.0718,-2553.2907,-5828.1473
2,-110.21,10.3,93.56,-982.9775,-2500.5253,-5804.3442
0,-98.57,-27.47,84.2,-7792.1047,-3308.804,3360.8453
1,-87.98,41.33,87.8,-1954.2017,-6696.2048,-4287.5548
2,-85.58,-35.18,88.97,-3842.156,-2277.3368,11082.7322
0,-116.92,-9.71,95.1,-5529.0176,-3333.0636,-1835.9531
1,-92.83,43.1,74.15,-821.8644,-5686.6878,8358.7837
2,-94.86,-4.49,68.33,-8078.1176,-2583.201,5231.4078
0,-101.89,23.12,75.43,-9780.0848,-3176.1871,-543.1458
1,-107.35,-36.47,79.04,-3359.736,-2273.664,7656.238
2,-109.29,31.01,87.6,-3628.1896,-4552.4867,9236.0146
0,-107.33,19.15,95.41,-1476.2056,-4360.0414,5845.3092
1,-100.19,29.66,82.44,-11503.2001,-1319.5544,1370.8037
2,-90.79,42.47,72.71,-5668.5281,-1767.8793,-4699.5651
0,-114.11,9.33,89.33,-4612.5601,-3397.265,-3158.7119
1,-101.43,-16.78,66,-10243.474,-1460.3313,1064.7891
2,-84.04,-13.28,60.69,-7453.794,-3342.6491,9085.1341
0,-98.73,33,78.5,-6482.5103,-5695.5899,10121.9145
1,-87.38,-35.79,77.13,-10655.7664,-3476.9925,-1765.9278
2,-105.59,-11.15,99.29,-8132.947,-3406.5444,178.5464
0,-86.92,-6.08,71.29,-4332.5257,-3548.3048,-6421.7727
1,-108.95,-14.27,70.37,-4096.2519,-5188.0224,10945.9668
2,-111.24,1.77,92.83,-8169.1221,-1480.51,-4567.366
0,-102.28,18.82,66.93,-9620.3336,-4201.3175,3295.5596
1,-89.68,-2.82,74.5,-3534.3605,-6251.8208,3430.6821
2,-93.78,19.16,97.43,-10015.2572,-3166.0086,8972.1241
0,-107.99,12.22,82.96,-4748.4054,-5567.415,6664.8828
1,-98.59,45.71,79.62,-2815.0673,-1339.6872,-4381.2482
2,-101.94,16.96,64.71,-5104.346,-4260.8392,9532.8602
0,-113.15,-7.74,60.51,-6484.0552,-1559.5595,8706.9866
1,-110.45,4.03,86.08,-11042.3432,-3078.2332,2387.5622
2,-105.45,-19.02,83.55,-11460.5172,-3646.2044,1391.9119
0,-106.81,36.73,66.35,-5730.2824,-6395.883,12996.4249
1,-108.16,24.24,93.21,-5917.3733,-3763.7378,-514.2032
2,-97.88,-6.32,60.56,-6709.9931,-2250.9766,5095.1895
0,-92.18,31.73,85.5,-4220.902,-2670.1599,2631.8731
1,-90.9,37.65,88.17,-1895.7413,-5081.5924,-350.4944
2,-83.18,39.3,61.24,-3948.5408,-3243.4879,6385.9599
0,-112.52,0.43,69.93,-8517.1536,-1315.1541,-1800.7093
1,-114.65,4.09,63.96,-934.5986,-6418.0111,11923.3901
2,-106.43,12.01,64.87,-10571.444,-2994.7415,1892.6863
0,-100.28,-1.61,94.73,-2447.1416,-2254.5942,-844.0745
1,-83.72,-7.66,98.91,-10556.2739,-6485.7635,-4621.9793
2,-106.05,15.24,74.07,-415.8874,-2609.576,12908.2559
0,-92.33,36.11,70.27,-3994.0393,-1109.7741,-1972.3553
1,-108.13,29.46,83.76,-11983.0387,-1235.3584,-2140.8151
2,-99.08,4.46,73.6,-3951.1594,-6652.0781,-4396.8755
0,-92.13,36.55,84.22,-3262.1359,-1481.796,-2680.5768
1,-113.48,-30.64,72.39,-2545.837,-2410.8501,733.0242
2,-110.47,-5.96,93.09,-12731.0755,-5920.201,-1050.7974
0,-83.06,40.1,89.76,-10003.3105,-3134.415,-2286.8422
1,-91.24,30.44,67.59,-12060.3238,-4381.1085,-2698.7779
2,-91.82,-38.16,96.94,-6998.7162,-5274.0216,5545.9923
0,-80.49,4.25,95.7,-826.5026,-5485.4796,1318.8384
1,-98.86,-6.33,67.97,-1444.2676,-1270.7147,-5347.423
2,-114.1,48.85,98.7,-1954.3903,-2191.7702,11788.7213
0,-119.09,-27.24,69.38,-12508.0038,-3174.3899,2383.9739
1,-105.59,11.58,91.16,-1189.2701,-6151.6844,12079.2227
2,-85.52,47.62,73.58,-404.9818,-5219.5466,7169.8672
0,-89.76,29.73,90.41,-9082.7084,-3249.3268,-4015.7386
1,-89.63,11.13,81.23,-5909.8328,-2392.2166,-6973.8972
2,-98.42,26.03,80.26,-5420.1923,-2998.0798,-1296.707
0,-109.07,-8.58,63.18,-8046.8892,-1114.5397,-2219.5462
1,-101.26,-33.82,87.43,-323.5038,-4974.6287,3986.3453
2,-108.74,-18.27,77.79,-8157.8819,-5282.6476,2243.653
0,-86.78,43.78,63.42,-8674.7608,-1423.3909,4340.6781
1,-118.91,-21.71,84.67,-4679.5771,-5596.7412,6581.5936
2,-91.22,39.23,61.18,-9801.0449,-1517.947,5282.3412
0,-87.05,-27.51,65.41,-1639.5567,-6380.4746,10710.1259
1,-83.42,-10.05,76.19,-5155.4566,-4413.4657,10640.6339
2,-105.63,-7.57,74.81,-11358.7603,-3143.0032,-5280.2316
0,-108.88,22.17,80.53,-4636.5265,-4031.9993,-1229.6014
1,-94.1,4.24,96.73,-12282.1049,-5816.5989,10705.7857
2,-87.85,36.39,63.67,-7002.843,-1745.4882,6455.41
0,-107.98,-10.76,99.61,-1711.8953,-5163.8992,-5488.5727
1,-106.43,2.75,97.26,-11078.1949,-1558.2006,-5019.3332
2,-100.62,-33.63,87.85,-8831.4325,-4071.1365,11442.902
0,-96.1,30.52,99.03,-3128.5733,-5038.2752,8694.3971
1,-106.94,-13.9,80.51,-3690.0533,-5748.489,45.4783
2,-82.58,-6.1,97.45,-10401.4488,-4375.1796,9784.1042
0,-109.94,-35.8,96.91,-3134.2046,-3411.5777,1003.5882
1,-101.67,-22.66,72.62,-10436.2647,-1370.8988,11935.2326
2,-90.1,-18.63,92.81,-3542.0211,-4171.3607,8663.8503
0,-92.28,-3.78,99.69,-9574.4572,-5574.8442,3540.9431
